0.3085,0.4202,1234,52731,425864,4,11331,919,0.9016,1,0.9128,0.7366
0.3087,0.4209,1404,50413,405267,24,12468,2433,0.8986,1,0.9123,0.7294
0.3087,0.489,1366,50312,434895,42,12153,2025,0.9,1,0.9124,0.7312
0.309,0.4863,1283,50310,426017,79,12199,2080,0.9001,1,0.9124,0.731
0.3099,0.453,1515,51846,468324,15,10776,1287,0.897,1,0.913,0.7374
0.31,0.4516,1538,50206,440251,41,10985,1969,0.9017,1,0.9128,0.7304
0.3107,0.4514,1275,51280,428108,56,12429,1889,0.8942,1,0.9124,0.7316
0.3111,0.5426,943,48966,414704,31,11856,2407,0.8957,1,0.9124,0.7281
0.3118,0.4315,1553,50494,442689,21,11055,1950,0.902,1,0.9129,0.7304
0.3121,0.5593,1232,48918,412975,11,11835,2390,0.8957,1,0.9125,0.7281
0.3121,0.59,1233,48728,418192,15,12103,2112,0.8888,1,0.9124,0.7291
0.3122,0.496,1260,51500,469615,46,12191,1589,0.904,1,0.9125,0.7343
0.3125,0.4577,1123,50708,436290,19,12741,1814,0.892,1,0.9122,0.7312
0.3133,0.5479,1185,48596,421230,44,12220,2017,0.8889,1,0.9124,0.7301
0.3137,0.6736,1420,50011,445941,15,10303,2472,0.9118,1,0.9133,0.7314
0.3138,0.5267,1246,49361,456917,39,11866,2033,0.9001,1,0.9123,0.7297
0.3148,0.4954,1532,49089,449259,60,12049,2016,0.9,1,0.9122,0.7294
0.3148,0.4391,1515,50324,451030,46,11261,1748,0.9021,1,0.9129,0.7312
0.3158,0.5178,1315,49405,437995,42,12945,1653,0.891,1,0.9122,0.7306
0.3163,0.699,1864,49947,435595,14,10374,2465,0.9122,1,0.9134,0.7313
0.317,0.3951,1122,50432,423348,45,12609,2272,0.893,1,0.9122,0.7292
0.3173,0.3777,1449,50197,426954,52,12861,1783,0.8917,1,0.9121,0.7307
0.3174,0.4523,1619,49983,446084,23,11443,1752,0.9019,1,0.9129,0.7311
0.3179,0.3935,1148,49953,434711,18,12952,1812,0.8914,1,0.9121,0.7304
0.3179,0.4975,1253,48731,467630,38,12021,1769,0.9013,1,0.9123,0.7304
0.3191,0.6486,1322,50168,429303,20,12550,2207,0.901,1,0.9127,0.7297
0.3192,0.4824,1126,50900,457653,35,12318,1601,0.9042,1,0.9125,0.7339
0.3194,0.7117,1380,49883,425922,54,12594,2207,0.9018,1,0.9127,0.7298
0.3194,0.4266,1261,49446,476940,55,12022,1760,0.9013,1,0.9123,0.7308
0.3202,0.6568,1281,48542,453832,47,11416,2227,0.9116,1,0.9128,0.7314
0.3209,0.3988,1257,46810,420310,34,11192,2643,0.8971,1,0.9125,0.7267
0.3221,0.4547,1330,51824,464951,36,11370,1239,0.9035,1,0.9131,0.7367
0.3224,0.5222,1326,50769,483125,11,11009,910,0.9066,1,0.9132,0.7389
0.3227,0.6783,1396,47923,443876,35,11206,2343,0.9012,1,0.9131,0.731
0.3237,0.4374,1545,52341,464145,22,11456,1236,0.9035,1,0.9131,0.7369
0.3239,0.4068,1457,49851,470672,24,10882,2405,0.9123,1,0.913,0.7309
0.3244,0.6712,1424,48202,442892,36,11229,2344,0.9013,1,0.9131,0.7309
0.3244,0.4509,1070,49779,427583,38,12920,1641,0.8926,1,0.9122,0.7316
0.3248,0.352,1808,49186,448147,31,10453,1810,0.9016,1,0.9135,0.7329
0.3249,0.4985,1315,49740,424777,14,12875,2135,0.8962,1,0.9122,0.7285
0.3252,0.3884,1210,49861,430608,33,12816,2119,0.8956,1,0.9122,0.7285
0.3254,0.3705,1993,45195,400738,232,11181,2589,0.8972,0.9955,0.9127,0.726
0.3254,0.3684,1349,48558,463363,11,12064,1472,0.895,1,0.9125,0.7315
0.3259,0.352,1602,50165,476848,11,11277,1037,0.9049,1,0.9128,0.7379
0.3266,0.3602,1117,50332,424005,34,12906,1643,0.8923,1,0.9122,0.7318
0.3273,0.584,1429,48432,458865,29,11382,2114,0.912,1,0.9129,0.7318
0.3275,0.3673,1778,49146,437504,21,10677,1846,0.9013,1,0.9135,0.7329
0.3276,0.3928,1547,50045,482581,40,11373,1008,0.9052,1,0.9128,0.7378
0.3281,0.606,1539,49967,470895,13,10646,1503,0.9097,1,0.9133,0.7351
0.3282,0.4677,1444,50020,468058,23,11035,2276,0.9126,1,0.9131,0.7308
0.3286,0.4709,1392,49909,482684,12,11692,1180,0.9072,1,0.9129,0.7369
0.3292,0.4563,1463,50269,481864,46,11776,1144,0.9058,1,0.9129,0.7371
0.3296,0.5353,1413,51245,477143,32,11112,903,0.9069,1,0.9133,0.7386
0.3301,0.5849,1399,50772,466703,39,10711,1440,0.9096,1,0.9133,0.7353
0.3305,0.4499,1538,48843,447499,32,12247,1844,0.905,1,0.9123,0.7309
0.3311,0.741,1286,50800,481703,24,11452,539,0.9081,1,0.913,0.7386
0.3311,0.5431,1277,53564,490485,20,11372,470,0.9035,1,0.9135,0.7405
0.3314,0.3824,1430,48202,463584,31,12194,1398,0.8967,1,0.9126,0.7316
0.3321,0.8927,1376,51088,482190,6,11419,525,0.9115,1,0.9131,0.7388
0.3325,0.537,1223,53423,491360,18,11341,521,0.9052,1,0.9135,0.7402
0.3326,0.345,1269,50752,452073,67,12173,900,0.9028,1,0.9127,0.734
0.3328,0.499,1270,49669,468147,16,11259,1505,0.9065,1,0.913,0.7346
0.3333,0.5397,1054,47235,437929,23,12072,2391,0.8984,1,0.9126,0.7273
0.3334,0.3352,1432,49685,467440,40,11292,1539,0.9063,1,0.9128,0.7336
0.3341,0.556,1446,49820,437363,48,12929,1794,0.8949,1,0.9127,0.7311
0.3343,0.3943,1168,50496,455259,4,12254,917,0.9028,1,0.9128,0.7339
0.3343,0.4355,1053,51860,459999,100,12834,1559,0.902,1,0.9127,0.7317
0.3363,0.7554,1367,47241,431020,58,12428,1874,0.8954,1,0.9125,0.7261
0.3366,0.3657,1435,49752,497455,11,11276,653,0.9084,1,0.913,0.7379
0.3372,0.4302,1314,49416,449837,11,12847,1757,0.8956,1,0.9127,0.7309
0.3377,0.7757,1544,47405,428755,25,12435,1880,0.896,1,0.9125,0.726
0.3379,0.704,1345,47535,420771,20,11747,2194,0.9021,1,0.9126,0.727
0.338,0.7371,1278,47556,417366,75,11874,2188,0.9025,1,0.9126,0.7269
0.3389,0.4996,1542,53019,485264,24,11205,451,0.906,1,0.9136,0.7414
0.3392,0.5171,1545,52895,493106,18,11272,453,0.9062,1,0.9136,0.7413
0.3396,0.4827,1341,49522,499649,6,11082,557,0.9088,1,0.913,0.7385
0.3396,0.6705,1332,47084,432080,77,11963,2088,0.9017,1,0.9124,0.7258
0.3398,0.7819,956,52716,467181,53,13336,1063,0.9029,1,0.9128,0.7334
0.3401,0.56,1307,50517,519230,38,11127,453,0.9117,1,0.9133,0.7398
0.3404,0.4629,1551,46142,430320,428,11433,1518,0.9043,0.988,0.9144,0.7327
0.3407,0.7002,938,52095,467469,99,13341,1081,0.9029,1,0.9128,0.733
0.3411,0.5601,1657,49141,469268,28,11005,1018,0.9044,1,0.9138,0.7356
0.3412,0.5063,1647,49305,459365,21,11000,1161,0.9029,1,0.9138,0.7353
0.3419,0.4838,1827,44573,405989,278,11573,2474,0.8982,0.9954,0.913,0.7266
0.3422,0.4712,1409,47238,418609,22,11877,2116,0.9021,1,0.9123,0.726
0.343,0.4943,1428,49957,503825,26,10818,626,0.9133,1,0.9134,0.7388
0.3435,0.6061,1461,48912,514250,21,11250,490,0.9104,1,0.9133,0.7395
0.3436,0.5986,1089,43314,489858,14,9739,504,0.9046,1,0.9129,0.7316
0.3438,0.6087,1387,48916,441766,39,13269,1857,0.8974,1,0.9127,0.7305
0.344,0.4505,1563,49196,491691,8,11169,514,0.909,1,0.9131,0.7393
0.344,0.5544,1408,49986,518815,6,11086,482,0.9111,1,0.9134,0.7394
0.3441,0.4717,1147,49462,484717,21,11233,528,0.9086,1,0.913,0.7383
0.3445,0.4537,1472,49107,492959,23,11068,504,0.9088,1,0.9132,0.7393
0.3454,0.4694,1469,50283,503390,8,10890,640,0.9132,1,0.9134,0.7386
0.3454,0.3624,1512,49276,480099,33,11388,618,0.9081,1,0.9131,0.7379
0.3459,0.4918,1286,50565,505639,7,10913,549,0.9128,1,0.9135,0.7396
0.3462,0.3973,1468,51849,523157,15,10776,687,0.9125,1,0.9138,0.7395
0.3463,0.6028,1536,48802,436772,12,13247,1891,0.8969,1,0.9127,0.7306
0.3463,0.4819,1241,50649,502613,20,10974,528,0.9131,1,0.9134,0.7396
0.3466,0.5683,1241,48530,531267,10,11457,464,0.916,1,0.913,0.7387
0.347,0.4204,1417,44415,438451,6,5032,1889,0.9343,1,0.9149,0.7239
0.3473,0.5902,1119,48502,528587,21,11585,475,0.9158,1,0.913,0.7386
0.3475,0.5345,1410,48743,471419,57,11618,1665,0.9132,1,0.9129,0.7326
0.3476,0.5463,1500,49729,510018,6,11324,421,0.9119,1,0.9133,0.7396
0.3489,0.639,1531,49194,524820,6,11565,373,0.9152,1,0.913,0.7392
0.349,0.5928,1478,49115,481020,21,11837,1408,0.9117,1,0.9126,0.7336
0.3492,1.7297,1354,50156,505398,7,11360,486,0.9262,1,0.9146,0.7389
0.3494,0.3985,1053,49081,469649,48,13082,1780,0.9042,1,0.9126,0.7293
0.3496,0.6388,1002,55810,395886,25,8525,2271,0.8896,1,0.9134,0.7191
0.3497,0.5527,1479,48705,471026,36,11620,1646,0.9131,1,0.9129,0.7328
0.35,1.7457,1299,50007,502855,22,11359,504,0.9267,1,0.9147,0.739
0.3509,0.5752,1561,49795,498046,38,11269,1120,0.9128,1,0.9133,0.7352
0.3509,0.7172,1510,49495,481830,42,11981,1467,0.9154,1,0.9133,0.7336
0.3509,0.6974,1282,49438,533354,6,11405,313,0.9176,1,0.9133,0.7403
0.3513,0.561,1235,42432,477712,31,9697,562,0.905,1,0.9129,0.7308
0.3516,0.4824,1461,49738,456583,17,11345,2012,0.9098,1,0.9137,0.7284
0.3524,0.4615,1646,50756,508802,15,10945,781,0.9126,1,0.9138,0.7392
0.3525,0.6318,1482,48479,521690,22,10818,393,0.9155,1,0.9131,0.7397
0.3525,0.5987,1304,48946,515627,23,11701,371,0.9149,1,0.913,0.7392
0.3534,0.4374,1216,49332,463781,27,11823,1944,0.9091,1,0.9135,0.7283
0.3539,0.7445,1385,49036,476234,58,12270,1452,0.9155,1,0.9131,0.733
0.3549,0.5102,1527,47484,466009,226,11631,1104,0.9099,0.9963,0.9131,0.7351
0.3561,0.4425,1561,49490,526314,34,10912,352,0.9137,1,0.9133,0.74
0.3566,0.7142,1462,49362,522728,23,11603,334,0.9181,1,0.9132,0.7399
0.3575,0.5536,1085,55272,390075,33,8646,2207,0.8897,1,0.9132,0.7183
0.3575,0.6218,1551,49781,496483,49,11339,1013,0.9138,1,0.9134,0.7358
0.3576,0.6184,1514,49719,493132,32,10151,2148,0.9123,1,0.9141,0.7311
0.3579,0.5399,1577,47812,512042,9,9684,2345,0.9143,1,0.9143,0.7312
0.3589,0.404,1166,46889,454178,6,13332,1912,0.9027,1,0.9122,0.7253
0.359,0.4001,1307,47276,453744,23,13747,1744,0.8974,1,0.9123,0.727
0.3598,0.4662,1392,48489,532007,22,11149,257,0.9162,1,0.9132,0.7404
0.36,0.5257,1570,48591,516237,7,10914,342,0.9154,1,0.9131,0.7398
0.36,0.4572,1671,51123,495487,18,11175,682,0.9126,1,0.9138,0.7392
0.3603,0.4063,1349,49277,518377,5,11161,376,0.9138,1,0.9132,0.7396
0.3613,0.5346,1760,48191,502767,29,9729,2300,0.9142,1,0.9144,0.7315
0.3614,0.4165,1575,48837,527979,5,11287,264,0.9158,1,0.9131,0.7405
0.362,0.455,1664,48929,517186,21,10897,492,0.9153,1,0.9137,0.7395
0.3628,0.4739,1461,48939,515875,6,11035,409,0.9143,1,0.9137,0.7398
0.3635,0.418,1467,46835,450704,52,13808,1673,0.8987,1,0.9123,0.7274
0.366,0.3963,1625,48156,539871,14,9802,1764,0.9155,1,0.9142,0.7325
0.3663,0.5315,1915,48469,526418,6,10296,530,0.9179,1,0.9141,0.7398
0.3663,0.6051,1690,48026,507560,24,10927,893,0.917,1,0.9135,0.7368
0.3669,0.4038,1385,49731,512606,15,10191,1558,0.9089,1,0.9145,0.7339
0.3672,0.5526,1479,48477,528303,21,10229,520,0.9175,1,0.9141,0.7399
0.3688,0.6006,1690,48010,515348,10,12285,492,0.9141,1,0.9131,0.7381
0.3692,0.6276,1811,48299,514692,16,12307,455,0.9139,1,0.9131,0.7378
0.3693,0.6098,2496,43654,468247,149,9078,2370,0.9332,0.99,0.9158,0.7323
0.3706,0.5892,1052,55357,403613,32,9085,2174,0.8923,1,0.9133,0.7175
0.3712,0.5931,1495,48938,509012,9,9961,1302,0.924,1,0.9146,0.7375
0.3717,0.5639,1799,47535,502563,9,11274,887,0.9173,1,0.9135,0.7366
0.3718,0.592,1614,48103,521186,9,11999,411,0.9155,1,0.9132,0.7379
0.3722,0.5373,2019,46219,495167,21,9534,2198,0.9325,1,0.9144,0.7328
0.3727,0.7017,926,55524,411412,30,8946,2081,0.8928,1,0.9136,0.7179
0.3736,0.493,1008,45109,473097,37,14292,1399,0.902,1,0.9122,0.7289
0.3751,0.531,1811,47861,517144,15,12006,415,0.9138,1,0.9133,0.7383
0.3751,0.5308,1212,47637,483222,51,14294,1084,0.906,1,0.9123,0.7292
0.3767,0.5781,1667,48240,512972,33,9907,1264,0.926,1,0.9148,0.7376
0.3771,0.4509,1001,45103,473938,13,14387,1378,0.9021,1,0.9122,0.7287
0.3771,0.4816,1819,47550,521170,9,11774,834,0.9188,1,0.9135,0.7363
0.3782,0.5375,1120,47118,478410,4,14274,1095,0.9064,1,0.9124,0.7292
0.3796,0.4206,898,45577,481591,40,14930,1125,0.9027,1,0.912,0.7281
0.3828,0.5034,2094,47557,535259,29,9542,1587,0.9341,1,0.9148,0.7355
0.3862,0.4766,1884,47245,497119,16,11847,847,0.9184,1,0.9136,0.7362
0.3886,0.4161,898,45337,480616,19,14901,1100,0.9033,1,0.9122,0.7282
0.3907,0.4531,2562,46508,523418,21,9721,1544,0.9344,0.9988,0.9148,0.735
0.393,0.6708,926,48308,524048,72,14976,502,0.9127,1,0.9129,0.7317
0.3934,0.7021,1015,48020,505620,33,14652,756,0.9124,1,0.9128,0.7303
0.3943,0.7004,1052,48207,507241,77,14892,637,0.9137,1,0.9129,0.7314
0.395,0.7079,1144,47597,512997,45,14895,629,0.9138,1,0.9129,0.7314
0.3955,0.7165,986,48049,517963,45,15065,517,0.9131,1,0.9129,0.7317
0.3958,0.6787,1188,48098,512797,53,14730,702,0.9128,1,0.9128,0.7309
0.3987,0.6141,961,47923,528665,67,15073,595,0.9134,1,0.9127,0.7308
0.402,0.7308,0,427879,175,0,0,1,0.9194,1,0.8281,0.6344
0.4027,0.7304,0,428711,180,0,0,1,0.9194,1,0.8281,0.6346
0.4027,0.7314,0,427555,156,0,0,0,0.9197,1,0.8281,0.6178
0.4027,0.731,0,427839,132,0,0,0,0.9197,1,0.8281,0.6176
0.403,0.7306,0,427885,168,0,0,0,0.9197,1,0.8281,0.6184
0.4031,0.7315,0,429700,142,0,0,0,0.9197,1,0.828,0.661
0.4033,0.7289,0,428838,126,0,0,0,0.9197,1,0.8281,0.619
0.4033,0.7314,0,427657,193,0,0,0,0.9198,1,0.8281,0.618
0.4034,0.7308,0,428398,97,0,0,56,0.9197,1,0.828,0.6595
0.4039,0.7309,0,431380,117,0,0,0,0.9197,1,0.828,0.6609
0.4039,0.7302,0,429277,241,0,0,0,0.9196,1,0.8281,0.6192
0.4042,0.7317,0,430473,130,0,0,0,0.9197,1,0.828,0.6603
0.4062,0.5731,941,47477,530446,23,15167,495,0.913,1,0.9128,0.7312
0.415,2.1881,1402,53771,493260,25,9731,2117,0.9395,1,0.9157,0.7307
0.4151,0.6014,653,37065,372510,365,6542,2642,0.9143,1,0.913,0.702
0.4158,2.144,1266,53645,518348,28,9380,2089,0.9408,1,0.9158,0.7311
0.4187,0.5606,1325,48282,483921,25,10308,2162,0.9204,1,0.9155,0.728
0.4197,0.515,1335,47834,496387,27,10531,2043,0.92,1,0.9154,0.7287
0.42,0.5751,1201,47703,483962,33,10340,2145,0.9202,1,0.9155,0.728
0.4216,0.4472,448,30544,364122,5,4109,2220,0.9076,1,0.9135,0.6938
0.4221,0.5598,741,35175,373198,4,6550,2565,0.9145,1,0.913,0.7011
0.4317,0.5146,1316,46615,505348,60,11265,1664,0.9195,1,0.9154,0.7287
0.4325,0.7315,53,429116,78,34,559,0,0.9237,1,0.8388,0.6594
0.4353,0.7313,63,427451,77,34,630,0,0.9248,1,0.8398,0.6596
0.4803,2.1825,1361,55875,583574,9,7585,1994,0.9502,1,0.9179,0.7316
0.4948,2.1769,1616,55007,574232,18,7622,2004,0.9505,1,0.9181,0.7315
0.5101,0.9142,0,434000,0,0,0,0,0.9228,1,0.833,0.5664
0.5102,0.9133,0,433253,0,0,0,0,0.9228,1,0.8329,0.5663
0.5102,0.9132,0,433120,0,0,0,0,0.9228,1,0.8329,0.5636
0.5103,0.9139,0,432300,0,0,0,0,0.9228,1,0.8329,0.5632
0.5104,0.9135,0,432609,0,0,0,0,0.9228,1,0.8329,0.564
0.5104,0.9132,0,433619,1,0,0,0,0.9228,1,0.8329,0.5644
0.5104,0.9133,0,432405,0,0,0,0,0.9228,1,0.8329,0.5622
0.5104,0.9133,0,432254,0,0,0,0,0.9228,1,0.8329,0.5615
0.5106,0.9133,0,433136,0,0,0,0,0.9228,1,0.8329,0.5653
0.5106,0.9133,0,433028,4,0,0,0,0.9228,1,0.8329,0.5649
0.5106,0.9131,0,433206,0,0,0,0,0.9228,1,0.8329,0.5656
0.5106,0.9142,0,432731,1,0,0,0,0.9228,1,0.8329,0.5636
0.5112,0.9134,0,434885,0,0,0,0,0.9228,1,0.8329,0.5884
0.5112,0.9132,0,434480,0,0,0,0,0.9228,1,0.8329,0.5901
0.5112,0.9142,0,434237,1,0,0,0,0.9228,1,0.8329,0.5879
0.5112,0.9146,0,433975,1,0,0,0,0.9228,1,0.8329,0.5892
0.5113,0.9133,0,434055,1,0,0,0,0.9228,1,0.8329,0.5907
0.5113,0.9135,0,434630,0,0,0,0,0.9228,1,0.8329,0.5923
0.5113,0.9141,0,434833,2,0,0,0,0.9228,1,0.8329,0.5915
0.5113,0.9142,0,434958,0,0,0,0,0.9228,1,0.8329,0.5945
0.5113,0.914,0,434261,1,0,0,0,0.9228,1,0.8329,0.5906
0.5113,0.9139,0,434280,1,0,0,0,0.9227,1,0.8329,0.5912
0.5113,0.9144,0,433771,0,0,0,0,0.9228,1,0.8329,0.5867
0.5113,0.9133,0,434709,0,0,0,0,0.9228,1,0.8329,0.5934
0.5114,0.9139,0,434396,0,0,0,0,0.9228,1,0.8329,0.5931
0.5114,0.9151,0,434237,0,0,0,0,0.9228,1,0.8329,0.5922
0.5114,0.9151,0,434799,1,0,0,0,0.9227,1,0.8329,0.5976
0.5116,0.9142,0,435011,1,0,0,0,0.9228,1,0.8329,0.5931
0.5116,0.9138,0,433815,0,0,0,0,0.9227,1,0.8329,0.592
0.5116,0.9142,0,433935,0,0,0,0,0.9227,1,0.8329,0.5896
0.5116,0.9146,0,434521,1,0,0,0,0.9228,1,0.8329,0.5928
0.5116,0.914,0,433385,0,0,0,0,0.9228,1,0.8328,0.5876
0.5117,0.9132,0,433812,0,0,0,0,0.9228,1,0.8329,0.5891
